titre,genre,editeur,date_sortie,prix_eur,gratuit,note_positive_pct,nb_avis,avis_positifs,avis_negatifs,windows,mac,linux
Lost Hunter II,RPG,Sega,2023-06-23,29.99,False,83,358,297,61,True,True,False
Dark Protocol III,Indie,Ubisoft,2011-01-14,69.99,False,67,1555,1041,514,True,False,False
Last Legacy II,Indie,Annapurna,2019-06-16,29.99,False,85,817,694,123,True,False,True
Dragon Wars,Racing,Capcom,2020-12-12,69.99,False,80,244,195,49,True,False,False
Neon Hunter II,RPG,Team17,2024-08-13,19.99,False,61,170,103,67,True,False,False
Lost Strike,Casual,Valve,2012-10-03,29.99,False,80,510,408,102,True,False,True
Crystal Hunter V,Racing,Bandai Namco,2024-08-08,39.99,False,90,3490,3141,349,True,False,False
Dark Forge V,Indie,Team17,2020-08-09,19.99,False,81,32,25,7,True,False,False
Lost Quest,FPS,Annapurna,2022-02-07,19.99,False,76,626,475,151,True,False,True
Storm Souls III,Casual,Annapurna,2021-05-17,29.99,False,36,1592,573,1019,True,True,False
Storm Quest,Sandbox,Square Enix,2024-03-20,69.99,False,91,60,54,6,True,False,False
Wild Forge,RPG,Bandai Namco,2015-04-21,49.99,False,48,275,132,143,True,False,False
Iron Craft,Sandbox,Capcom,2015-10-10,49.99,False,80,1923,1538,385,True,True,False
Wild Souls,Action,Sega,2021-10-27,19.99,False,58,189,109,80,True,False,False
Cyber Quest,Adventure,Ubisoft,2014-05-10,69.99,False,40,61,24,37,True,True,True
Star Protocol,Platformer,THQ Nordic,2022-07-01,14.99,False,84,1064,893,171,True,False,False
Star Strike,Puzzle,Focus Entertainment,2020-12-02,0.0,True,80,1349,1079,270,True,False,False
Star World IV,Sports,Devolver Digital,2024-03-08,29.99,False,49,156,76,80,True,False,False
Dark Protocol II,Indie,Square Enix,2020-07-11,39.99,False,75,330,247,83,True,False,False
Storm Craft,Action,Square Enix,2017-02-15,39.99,False,97,1743,1690,53,True,False,False
Dark Legends II,Horror,Devolver Digital,2018-01-24,9.99,False,100,281,281,0,True,True,False
Iron Forge II,Indie,THQ Nordic,2024-04-27,19.99,False,99,430,425,5,True,True,False
Final Protocol,Puzzle,Sega,2013-02-24,4.99,False,97,142,137,5,True,False,False
Shadow Forge,Sandbox,THQ Nordic,2022-05-07,0.0,True,38,174,66,108,True,True,False
Final World II,Action,Devolver Digital,2024-10-21,4.99,False,54,292,157,135,True,False,False
Brave Craft,Adventure,Indie Dev,2023-08-20,11.48,False,94,54,50,4,True,False,False
Neon Saga,Adventure,Team17,2022-05-15,4.99,False,60,548,328,220,True,True,False
Neon World,Action,Sega,2016-09-22,24.99,False,55,1007,553,454,True,False,False
Crystal Legacy,Simulation,Bandai Namco,2021-07-01,59.99,False,55,471,259,212,True,False,False
Storm Quest GOTY,Adventure,Ubisoft,2021-08-21,59.99,False,66,317,209,108,True,True,False
Wild Craft III,Adventure,505 Games,2019-11-26,0.0,True,62,970,601,369,True,False,True
Wild Strike GOTY,RPG,Bandai Namco,2021-09-20,59.99,False,55,32,17,15,True,False,False
Iron Legacy,Indie,Paradox Interactive,2023-03-25,19.99,False,100,2630,2630,0,True,False,False
Crystal Core,Racing,Square Enix,2023-06-24,59.99,False,70,40,28,12,True,False,False
Wild Strike III,Sports,505 Games,2023-06-04,24.99,False,59,248,146,102,True,True,False
Dragon Legacy III,Horror,Focus Entertainment,2020-08-07,14.99,False,31,418,129,289,True,False,False
Dark Quest III,Strategy,Valve,2023-03-24,14.99,False,54,3426,1850,1576,True,False,False
Neon Quest IV,Action,THQ Nordic,2018-09-05,24.99,False,62,58,35,23,True,False,False
Cyber Protocol II,Horror,Bandai Namco,2017-02-17,49.99,False,70,1611,1127,484,True,False,True
Final Forge IV,Indie,Devolver Digital,2014-09-04,24.99,False,78,348,271,77,True,False,False
Shadow Legends,Indie,Valve,2020-06-21,24.99,False,68,375,255,120,True,False,True
Star Dawn II,Sports,Sega,2022-02-21,29.99,False,53,780,413,367,True,False,True
Crystal Legacy V,Strategy,505 Games,2023-10-07,24.99,False,78,224,174,50,True,False,False
Star Hunter,Platformer,Valve,2015-07-15,19.99,False,62,2040,1264,776,True,False,False
Shadow Craft II,Adventure,Annapurna,2017-11-03,29.99,False,71,405,287,118,True,False,False
Final World III Deluxe,Sandbox,Annapurna,2017-01-13,9.99,False,79,454,358,96,True,True,False
Dragon Forge,Simulation,Annapurna,2021-05-01,9.99,False,63,908,572,336,True,True,False
Lost Knight,Sandbox,Capcom,2015-11-25,39.99,False,72,368,264,104,True,False,True
Dark Craft,Puzzle,Capcom,2024-12-12,69.99,False,86,132,113,19,True,False,True
Lost Quest,FPS,Ubisoft,2024-08-06,69.99,False,66,1968,1298,670,True,False,False
Final Legends III,Adventure,Bandai Namco,2023-10-20,69.99,False,87,2538,2208,330,True,True,False
Cyber Knight,Action,505 Games,2021-11-03,0.0,True,74,659,487,172,True,False,False
Star Craft,Sports,Paradox Interactive,2021-02-26,14.99,False,54,196,105,91,True,True,True
Star World III,Casual,Indie Dev,2021-02-07,0.81,False,51,443,225,218,True,True,True
Wild Saga,Racing,Electronic Arts,2019-09-12,49.99,False,85,1737,1476,261,True,True,True
Last Knight Remastered,Sports,Sega,2019-02-12,29.99,False,90,345,310,35,True,False,False
Ancient Wars,Racing,Paradox Interactive,2014-10-03,14.99,False,88,208,183,25,True,False,False
Neon Legends IV,Action,Bandai Namco,2021-03-04,49.99,False,74,35,25,10,True,False,False
Dragon Craft GOTY,Adventure,Ubisoft,2020-09-09,59.99,False,72,640,460,180,True,False,False
Dark Souls,Racing,Sega,2021-01-09,9.99,False,74,105,77,28,True,True,False
Last Craft V,Adventure,Focus Entertainment,2022-10-17,19.99,False,63,96,60,36,True,True,False
Final World,Platformer,Paradox Interactive,2016-09-21,14.99,False,88,112,98,14,True,True,False
Neon Legends,Platformer,Electronic Arts,2022-10-09,49.99,False,87,4500,3915,585,True,False,False
Shadow Legacy V,Strategy,Team17,2021-08-08,19.99,False,63,614,386,228,True,False,True
Star Legacy II Remastered,Horror,Valve,2011-12-05,29.99,False,51,1773,904,869,True,False,False
Cyber Forge II,Casual,Focus Entertainment,2023-08-25,29.99,False,96,692,664,28,True,True,False
Ancient Dawn,FPS,Valve,2020-01-08,4.99,False,91,1161,1056,105,True,False,False
Brave Legends Remastered,Indie,Ubisoft,2017-10-24,59.99,False,63,907,571,336,True,False,False
Brave Wars,Platformer,Focus Entertainment,2011-11-20,29.99,False,51,131,66,65,True,False,True
Ancient Core,RPG,Annapurna,2024-04-21,9.99,False,83,2514,2086,428,True,False,True
Neon Forge,Strategy,Paradox Interactive,2017-07-03,24.99,False,82,451,369,82,True,False,False
Last Core,Racing,Capcom,2021-07-01,49.99,False,95,376,357,19,True,False,False
Neon Souls III,Sports,Ubisoft,2013-03-22,49.99,False,90,109,98,11,True,False,True
Brave Quest,Adventure,Annapurna,2018-03-19,29.99,False,83,483,400,83,True,True,False
Iron Core V,RPG,Ubisoft,2020-06-21,59.99,False,81,1109,898,211,True,False,False
Iron Legends Deluxe,FPS,Annapurna,2024-04-13,9.99,False,86,146,125,21,True,False,False
Dark Legends Complete Edition,Racing,Sega,2024-03-22,24.99,False,91,20,18,2,True,True,True
Lost Souls,Strategy,Team17,2024-11-23,24.99,False,74,354,261,93,True,False,True
Cyber World,Racing,Electronic Arts,2019-09-17,39.99,False,50,468,234,234,True,False,True
Lost Legends V,Action,Square Enix,2022-04-25,39.99,False,72,516,371,145,True,True,False
Final Protocol III,Indie,THQ Nordic,2021-09-25,4.99,False,68,217,147,70,True,False,True
Crystal Strike III,Casual,THQ Nordic,2017-12-05,29.99,False,70,35,24,11,True,False,True
Iron Quest III,Horror,Devolver Digital,2013-05-26,14.99,False,76,1506,1144,362,True,True,False
Cyber Legacy,Action,Annapurna,2020-05-23,9.99,False,40,21,8,13,True,False,False
Last Quest IV,Horror,Valve,2019-12-03,14.99,False,96,798,766,32,True,False,False
Iron Souls,Strategy,Paradox Interactive,2018-08-18,14.99,False,67,2535,1698,837,True,False,False
Neon Legacy III,Indie,Bandai Namco,2023-03-06,69.99,False,87,1384,1204,180,True,False,False
Shadow Legends IV,Simulation,THQ Nordic,2020-09-26,19.99,False,62,695,430,265,True,True,True
Dragon World,Horror,THQ Nordic,2020-11-22,9.99,False,71,550,390,160,True,True,False
Star World II,Adventure,Annapurna,2014-03-06,14.99,False,77,57,43,14,True,False,False
Dragon Protocol V,Platformer,Paradox Interactive,2015-07-17,24.99,False,69,586,404,182,True,False,False
Star Protocol,Simulation,Annapurna,2012-03-26,9.99,False,79,1347,1064,283,True,False,False
Dragon Legends II,Strategy,Sega,2024-07-28,29.99,False,72,298,214,84,True,True,False
Dark Protocol II,Simulation,Capcom,2019-07-27,69.99,False,73,378,275,103,True,False,False
Crystal Hunter,Adventure,Sega,2023-03-02,29.99,False,52,138,71,67,True,False,False
Final Legends Deluxe,Casual,Ubisoft,2023-06-19,69.99,False,77,846,651,195,True,False,False
Crystal Legends IV,RPG,Ubisoft,2021-09-09,69.99,False,67,347,232,115,True,False,False
Storm Protocol,Puzzle,Focus Entertainment,2023-12-05,14.99,False,60,1960,1176,784,True,False,True
Lost Saga III GOTY,Casual,Team17,2020-06-10,19.99,False,85,925,786,139,True,False,True
Dragon Wars,Simulation,Annapurna,2020-08-08,24.99,False,93,107,99,8,True,False,True
Ancient Core,Simulation,Indie Dev,2010-12-25,3.17,False,75,392,294,98,True,True,False
Brave Forge V Deluxe,Action,THQ Nordic,2020-11-19,9.99,False,82,334,273,61,True,True,True
Storm Legends IV,Sports,Team17,2019-02-23,0.0,True,51,464,236,228,True,False,True
Shadow Strike V,Sports,Square Enix,2023-10-18,49.99,False,90,954,858,96,True,True,False
Dragon Strike IV,Sports,Capcom,2017-09-15,69.99,False,64,569,364,205,True,False,True
Ancient Souls,Adventure,Ubisoft,2018-05-28,69.99,False,53,37,19,18,True,False,False
Lost Quest III,Puzzle,Devolver Digital,2018-08-10,19.99,False,53,948,502,446,True,False,False
Storm Wars V,Indie,Electronic Arts,2019-02-23,49.99,False,73,189,137,52,True,False,False
Storm Protocol,Sandbox,Capcom,2011-10-17,69.99,False,88,102,89,13,True,True,False
Lost Legacy,Strategy,Indie Dev,2017-06-16,2.27,False,73,1071,781,290,True,True,False
Iron Hunter V,Puzzle,Indie Dev,2018-09-14,12.25,False,85,50,42,8,True,True,False
Final Souls V,Action,Electronic Arts,2024-02-12,69.99,False,74,4542,3361,1181,True,False,False
Dragon Knight,Racing,Indie Dev,2018-12-28,1.09,False,67,33,22,11,True,False,False
Iron Hunter II,Puzzle,Bandai Namco,2023-09-18,39.99,False,77,560,431,129,True,True,True
Lost Protocol IV,Horror,Capcom,2023-11-21,39.99,False,100,1806,1806,0,True,True,True
Cyber Strike,Sandbox,505 Games,2019-06-12,4.99,False,63,576,362,214,True,False,False
Iron Forge,Simulation,THQ Nordic,2020-11-16,4.99,False,91,362,329,33,True,False,False
Ancient Strike,Casual,Indie Dev,2020-04-01,4.16,False,74,660,488,172,True,True,False
Brave Quest,Casual,Indie Dev,2016-04-03,5.72,False,44,627,275,352,True,True,True
Dark Protocol,Sandbox,Paradox Interactive,2018-12-27,4.99,False,80,227,181,46,True,False,True
Neon Protocol II,Sandbox,Paradox Interactive,2022-03-16,19.99,False,42,1232,517,715,True,False,False
Lost Forge,FPS,Annapurna,2023-05-23,29.99,False,64,530,339,191,True,False,False
Neon Craft,Indie,Valve,2022-07-10,19.99,False,79,3894,3076,818,True,True,False
Crystal Forge II,Sandbox,THQ Nordic,2024-02-08,4.99,False,90,152,136,16,True,False,True
Last Core,Sports,Sega,2020-01-13,14.99,False,96,105,100,5,True,True,True
Neon Legacy III,Adventure,THQ Nordic,2017-09-09,4.99,False,55,865,475,390,True,True,False
Neon Legacy V,Strategy,Ubisoft,2017-02-27,39.99,False,64,817,522,295,True,True,True
Storm Wars IV,Action,Team17,2017-07-03,19.99,False,66,687,453,234,True,False,True
Shadow Dawn IV,Sports,Electronic Arts,2018-05-27,49.99,False,84,1800,1512,288,True,True,False
Dragon Dawn IV,Sports,Devolver Digital,2014-05-12,0.0,True,29,366,106,260,True,False,True
Dark Forge II,Casual,Capcom,2023-09-12,39.99,False,58,502,291,211,True,False,False
Wild Wars III,Adventure,Square Enix,2022-09-28,59.99,False,77,608,468,140,True,True,False
Crystal Saga,Action,Square Enix,2024-02-16,69.99,False,90,1304,1173,131,True,False,True
Star Wars,Horror,Paradox Interactive,2023-02-03,4.99,False,92,216,198,18,True,False,False
Lost Strike,Platformer,Indie Dev,2022-10-12,0.98,False,31,278,86,192,True,False,False
Shadow Souls II,Racing,Focus Entertainment,2020-08-23,9.99,False,94,946,889,57,True,True,False
Crystal Knight,Racing,Valve,2019-04-09,19.99,False,97,6057,5875,182,True,False,False
Cyber Strike III,Indie,Capcom,2022-03-07,49.99,False,67,806,540,266,True,False,False
Final World,Horror,THQ Nordic,2023-02-11,4.99,False,79,494,390,104,True,True,True
Crystal Core V,Sandbox,Annapurna,2021-01-18,14.99,False,85,414,351,63,True,False,False
Shadow Craft,Adventure,Ubisoft,2022-03-23,69.99,False,59,1228,724,504,True,False,False
Crystal Strike,Casual,Capcom,2020-10-01,39.99,False,38,236,89,147,True,True,False
Lost World,Adventure,Indie Dev,2016-07-02,18.51,False,68,386,262,124,True,False,False
Dragon Core,Simulation,THQ Nordic,2021-01-23,29.99,False,59,448,264,184,True,False,True
Iron Quest V,Adventure,Square Enix,2022-06-24,59.99,False,83,902,748,154,True,True,False
Neon Hunter Deluxe,Adventure,Electronic Arts,2019-11-09,69.99,False,79,3663,2893,770,True,True,False
Storm Dawn,Casual,Electronic Arts,2023-08-16,39.99,False,33,3078,1015,2063,True,False,False
Ancient Saga,Simulation,Team17,2020-05-06,24.99,False,80,315,252,63,True,True,False
Neon Core,Sports,THQ Nordic,2023-02-05,19.99,False,57,1168,665,503,True,False,True
Crystal Core IV,Puzzle,Sega,2019-05-27,24.99,False,68,138,93,45,True,False,True
Crystal Dawn GOTY,Puzzle,Sega,2022-04-19,9.99,False,80,490,392,98,True,False,False
Dark Protocol,Action,Valve,2022-07-13,4.99,False,63,1986,1251,735,True,False,False
Crystal Forge III,Platformer,Indie Dev,2018-11-23,2.78,False,58,273,158,115,True,False,False
Final Legacy,Adventure,Square Enix,2021-04-21,39.99,False,96,778,746,32,True,True,True
Last Strike V Deluxe,Casual,Devolver Digital,2024-11-18,24.99,False,73,1396,1019,377,True,False,False
Lost Wars,Sports,Indie Dev,2022-11-12,1.34,False,61,1094,667,427,True,False,True
Brave Souls,Horror,505 Games,2022-10-20,19.99,False,53,66,34,32,True,False,False
Dragon Strike,Casual,505 Games,2024-09-27,24.99,False,62,1760,1091,669,True,True,False
Brave Legends Deluxe,Puzzle,Indie Dev,2023-08-27,1.9,False,80,596,476,120,True,False,False
Dark Knight III,Sports,Focus Entertainment,2018-12-06,19.99,False,55,1036,569,467,True,False,False
Last Quest,Puzzle,505 Games,2023-03-13,24.99,False,99,1200,1188,12,True,True,False
Dark Forge,Platformer,Capcom,2017-09-05,39.99,False,71,166,117,49,True,True,False
Neon Protocol,Platformer,Bandai Namco,2019-02-23,49.99,False,75,544,408,136,True,False,False
Iron Forge,Puzzle,505 Games,2017-08-06,9.99,False,97,574,556,18,True,False,False
Brave Souls,Racing,Ubisoft,2023-12-19,59.99,False,87,504,438,66,True,False,False
Neon Knight,Horror,Square Enix,2024-10-26,59.99,False,77,446,343,103,True,False,False
Brave Legacy,FPS,Square Enix,2023-01-02,49.99,False,74,968,716,252,True,False,False
Final Hunter,Platformer,Ubisoft,2018-04-01,49.99,False,47,372,174,198,True,False,False
Final Hunter,Casual,505 Games,2020-05-07,14.99,False,52,121,62,59,True,False,True
Crystal World II,Puzzle,Bandai Namco,2015-07-06,49.99,False,99,339,335,4,True,False,False
Storm Core V,Action,505 Games,2022-02-21,4.99,False,85,1870,1589,281,True,False,False
Neon Souls IV,FPS,THQ Nordic,2017-05-03,14.99,False,73,217,158,59,True,False,True
Iron Souls,Puzzle,Focus Entertainment,2013-07-07,4.99,False,57,2133,1215,918,True,True,False
Final Saga,Indie,505 Games,2022-04-12,29.99,False,56,794,444,350,True,True,True
Neon Legends IV Deluxe,Sandbox,Valve,2012-08-16,0.0,True,61,387,236,151,True,False,True
Cyber Quest IV,Platformer,THQ Nordic,2021-02-02,9.99,False,65,107,69,38,True,False,False
Iron Saga IV,Simulation,Annapurna,2020-07-06,14.99,False,57,45,25,20,True,False,False
Last Legacy IV,Action,505 Games,2017-11-28,19.99,False,48,499,239,260,True,False,True
Shadow Legacy Remastered,Casual,THQ Nordic,2017-11-05,24.99,False,73,697,508,189,True,True,True
Shadow Protocol IV,Indie,Sega,2023-08-15,19.99,False,94,380,357,23,True,False,False
Cyber Souls,Action,Focus Entertainment,2022-02-09,19.99,False,77,2264,1743,521,True,False,True
Neon Protocol,Racing,Annapurna,2018-04-16,14.99,False,81,1300,1053,247,True,True,True
Ancient Protocol,Sports,Devolver Digital,2023-06-17,29.99,False,80,646,516,130,True,True,False
Ancient Protocol,Indie,Indie Dev,2024-11-08,18.59,False,78,258,201,57,True,True,True
Crystal Protocol III,RPG,Capcom,2018-10-23,59.99,False,53,258,136,122,True,True,False
Star Quest,Racing,Team17,2022-10-13,9.99,False,67,62,41,21,True,False,False
Storm Hunter,Adventure,Square Enix,2024-08-01,49.99,False,93,618,574,44,True,False,False
Storm Legends V,Sandbox,Square Enix,2019-05-21,59.99,False,84,1268,1065,203,True,False,False
Brave World IV,Action,Devolver Digital,2018-10-06,29.99,False,83,324,268,56,True,False,False
Last Craft,Horror,Sega,2014-04-13,9.99,False,95,259,246,13,True,False,False
Dark Souls III GOTY,Casual,Square Enix,2021-02-04,59.99,False,80,393,314,79,True,False,False
Wild Saga V,Casual,Bandai Namco,2021-01-28,49.99,False,37,101,37,64,True,False,False
Last Legends,Sports,Square Enix,2013-02-27,59.99,False,88,1262,1110,152,True,True,False
Lost World Deluxe,Puzzle,Electronic Arts,2018-06-02,59.99,False,56,5583,3126,2457,True,True,False
Storm Protocol,Racing,Valve,2024-05-13,24.99,False,94,102,95,7,True,False,False
Iron Legends,Casual,Capcom,2015-06-24,49.99,False,70,309,216,93,True,False,False
Final Legacy III Deluxe,RPG,Capcom,2019-11-10,39.99,False,76,652,495,157,True,False,False
Storm Dawn,Strategy,Valve,2020-08-21,14.99,False,56,1236,692,544,True,False,False
Star Protocol,Sandbox,Indie Dev,2012-06-24,8.73,False,33,255,84,171,True,True,True
Dragon Hunter,Casual,Square Enix,2023-09-02,39.99,False,69,326,224,102,True,True,False
Lost Core IV,Platformer,Electronic Arts,2024-02-09,69.99,False,66,2322,1532,790,True,False,False
Brave Core II,Sandbox,Annapurna,2023-09-04,14.99,False,53,610,323,287,True,False,False
Ancient Core V,Action,Paradox Interactive,2014-08-12,0.0,True,75,1066,799,267,True,False,False
Dark Dawn,Strategy,THQ Nordic,2023-05-18,9.99,False,56,2304,1290,1014,True,True,False
Wild Strike,Platformer,Bandai Namco,2022-02-22,69.99,False,74,250,185,65,True,True,False
Iron Craft V,Sports,Indie Dev,2016-06-09,12.23,False,85,1185,1007,178,True,True,False
Dark Quest,Casual,Indie Dev,2019-09-05,16.64,False,55,130,71,59,True,False,False
Final Knight III,Sports,505 Games,2020-01-01,24.99,False,75,49,36,13,True,True,False
Wild Souls III,Adventure,Capcom,2020-08-19,69.99,False,98,124,121,3,True,False,False
Star Legacy,Casual,Valve,2024-04-21,24.99,False,30,270,81,189,True,False,False
Last Saga V,Puzzle,Bandai Namco,2018-09-25,69.99,False,83,789,654,135,True,True,False
Last Craft V Remastered,Strategy,Indie Dev,2024-10-16,9.53,False,80,998,798,200,True,False,False
Storm Hunter,RPG,Sega,2018-04-21,4.99,False,72,506,364,142,True,False,False
Final Protocol II,Simulation,Focus Entertainment,2022-08-06,29.99,False,83,1692,1404,288,True,False,False
Neon Wars GOTY,Sandbox,Square Enix,2012-03-06,59.99,False,88,339,298,41,True,True,False
Neon Saga,RPG,Ubisoft,2017-11-09,69.99,False,82,834,683,151,True,True,False
Final Craft,FPS,Indie Dev,2023-04-26,18.17,False,92,848,780,68,True,False,False
Ancient Wars III,Racing,Team17,2018-09-12,9.99,False,68,1007,684,323,True,False,False
Neon Craft Remastered,Sports,Valve,2020-09-27,19.99,False,57,2226,1268,958,True,False,True
Wild Craft IV,Simulation,Indie Dev,2015-01-14,0.31,False,72,280,201,79,True,True,False
Cyber Protocol III,Platformer,Bandai Namco,2022-09-24,59.99,False,62,288,178,110,True,False,False
Last Legacy III,Racing,Indie Dev,2021-07-01,14.4,False,84,606,509,97,True,False,False
Iron Forge III,Sandbox,Paradox Interactive,2019-07-09,9.99,False,52,744,386,358,True,False,False
Iron Saga,FPS,Sega,2019-05-24,9.99,False,45,362,162,200,True,False,False
Storm Forge V Complete Edition,Sandbox,Annapurna,2020-07-07,4.99,False,50,1392,696,696,True,False,False
Last Forge,Strategy,Capcom,2020-07-17,39.99,False,57,411,234,177,True,False,False
Crystal Craft III,Platformer,Focus Entertainment,2013-06-02,0.0,True,75,2302,1726,576,True,False,False
Star Legacy,Strategy,Team17,2022-01-17,24.99,False,73,1758,1283,475,True,True,False
Wild Wars IV,Strategy,Sega,2022-05-22,0.0,True,61,136,82,54,True,True,True
Wild Strike,Strategy,Paradox Interactive,2018-09-15,19.99,False,89,1355,1205,150,True,False,False
Iron Knight,Casual,Sega,2024-08-07,24.99,False,86,590,507,83,True,True,True
Star World II GOTY,Sports,Bandai Namco,2012-12-08,69.99,False,62,195,120,75,True,False,False
Cyber Core Deluxe,Simulation,Team17,2017-03-16,29.99,False,31,474,146,328,True,False,False
Lost Saga,Platformer,Electronic Arts,2022-02-10,39.99,False,94,3288,3090,198,True,False,True
Brave Saga V,Horror,Sega,2017-07-07,29.99,False,98,40,39,1,True,False,False
Lost Strike,Puzzle,Square Enix,2018-08-02,49.99,False,100,517,517,0,True,False,False
Cyber Dawn IV,Puzzle,Capcom,2022-09-21,49.99,False,84,288,241,47,True,False,False
Storm Craft II Complete Edition,Strategy,Annapurna,2024-01-22,4.99,False,72,64,46,18,True,False,True
Crystal Dawn II,Strategy,505 Games,2021-05-06,9.99,False,53,646,342,304,True,True,False
Brave Forge V,Indie,Focus Entertainment,2019-10-21,9.99,False,100,796,796,0,True,False,False
Brave Knight V,FPS,Electronic Arts,2014-05-25,69.99,False,37,1038,384,654,True,False,False
Cyber Hunter V,Strategy,Focus Entertainment,2019-08-20,9.99,False,73,82,59,23,True,True,False
Wild Craft III,Horror,Valve,2016-12-12,4.99,False,61,288,175,113,True,True,False
Crystal Souls II,Action,Devolver Digital,2016-02-05,29.99,False,63,832,524,308,True,True,False
Neon Souls IV Remastered,Action,Capcom,2017-10-24,59.99,False,53,343,181,162,True,False,True
Iron Saga,Simulation,Devolver Digital,2024-12-17,24.99,False,63,2222,1399,823,True,True,False
Lost Forge III,Racing,Sega,2021-05-01,4.99,False,46,110,50,60,True,True,False
Dark Saga,FPS,Ubisoft,2017-11-18,49.99,False,55,46,25,21,True,True,False
Last World,Casual,Capcom,2020-08-17,39.99,False,66,238,157,81,True,False,False
Final Core Remastered,Strategy,Sega,2022-05-13,19.99,False,90,1678,1510,168,True,False,False
Final Forge IV,Simulation,Capcom,2021-11-24,69.99,False,64,283,181,102,True,False,False
Shadow Legacy,Casual,Paradox Interactive,2022-07-26,19.99,False,83,1796,1490,306,True,False,False
Crystal Dawn,Horror,Capcom,2019-04-06,69.99,False,58,683,396,287,True,False,False
Dark Hunter,Simulation,Bandai Namco,2023-08-25,49.99,False,84,1350,1134,216,True,False,False
Dragon Saga V,Simulation,Electronic Arts,2017-04-23,39.99,False,66,2868,1892,976,True,False,False
Crystal Craft,Adventure,Paradox Interactive,2021-05-20,0.0,True,53,479,253,226,True,False,False
Cyber Dawn II Remastered,Platformer,Electronic Arts,2022-02-04,59.99,False,72,3414,2458,956,True,False,False
Ancient Strike IV Complete Edition,Racing,Capcom,2020-02-04,59.99,False,75,103,77,26,True,False,False
Lost Core,FPS,Focus Entertainment,2023-06-25,14.99,False,80,82,65,17,True,False,False
Wild Quest,Sandbox,505 Games,2018-12-03,19.99,False,78,783,610,173,True,False,False
Neon Craft II,Sandbox,Capcom,2024-06-23,49.99,False,33,564,186,378,True,True,False
Dark Souls IV,Adventure,THQ Nordic,2024-12-04,0.0,True,73,76,55,21,True,False,False
Dark Craft V,Puzzle,Capcom,2021-10-06,69.99,False,51,1079,550,529,True,False,False
Final Craft II,Racing,Annapurna,2024-07-12,4.99,False,85,746,634,112,True,False,True
Final Quest IV,Sandbox,Sega,2024-10-11,4.99,False,40,26,10,16,True,True,False
Star Hunter,Action,505 Games,2020-12-16,19.99,False,89,183,162,21,True,False,True
Neon Dawn,FPS,THQ Nordic,2024-10-19,19.99,False,79,712,562,150,True,True,False
Neon Core II,Strategy,Team17,2010-05-17,9.99,False,72,419,301,118,True,False,False
Dark Core II,Adventure,Team17,2018-05-19,29.99,False,76,540,410,130,True,False,False
Star Strike,FPS,Bandai Namco,2017-12-19,69.99,False,81,119,96,23,True,True,True
Wild Strike III,Sports,Electronic Arts,2021-05-02,69.99,False,67,1023,685,338,True,False,False
Crystal Saga,Simulation,Devolver Digital,2024-02-17,9.99,False,62,974,603,371,True,False,False
Shadow Craft III Deluxe,Action,Ubisoft,2020-01-25,59.99,False,87,327,284,43,True,False,False
Final Dawn Remastered,Simulation,Valve,2021-09-11,9.99,False,86,2874,2471,403,True,True,True
Ancient World,FPS,Paradox Interactive,2021-06-17,24.99,False,47,360,169,191,True,False,False
Star Core IV,Adventure,THQ Nordic,2019-07-26,14.99,False,50,1135,567,568,True,False,False
Star Legacy V,Simulation,Ubisoft,2017-05-23,39.99,False,84,207,173,34,True,False,False
Wild Strike Deluxe,Casual,Electronic Arts,2012-06-05,69.99,False,62,300,186,114,True,False,False
Iron Legacy Complete Edition,Puzzle,Devolver Digital,2021-03-26,19.99,False,88,392,344,48,True,False,False
Storm Wars III Complete Edition,Adventure,Valve,2024-09-17,14.99,False,90,882,793,89,True,False,False
Ancient Strike II,Sandbox,Focus Entertainment,2018-07-01,24.99,False,46,31,14,17,True,False,False
Storm Craft II GOTY,Strategy,Annapurna,2021-05-17,0.0,True,72,806,580,226,True,True,False
Star Quest,Strategy,THQ Nordic,2015-11-02,14.99,False,86,295,253,42,True,True,False
Storm Knight,RPG,Electronic Arts,2019-04-02,59.99,False,55,930,511,419,True,True,False
Dragon Legacy,Adventure,Electronic Arts,2018-12-19,69.99,False,77,2025,1559,466,True,False,False
Storm Forge V,Puzzle,Annapurna,2014-08-16,4.99,False,61,72,43,29,True,False,False
Last Strike Deluxe,Horror,505 Games,2018-11-26,19.99,False,69,468,322,146,True,False,False
Last Souls,Simulation,Bandai Namco,2020-05-27,49.99,False,67,212,142,70,True,False,True
Shadow Strike,FPS,THQ Nordic,2016-03-02,24.99,False,80,184,147,37,True,False,False
Wild Core,Casual,Valve,2018-02-03,19.99,False,88,414,364,50,True,False,False
Last Knight II,Adventure,Valve,2014-04-18,0.0,True,71,2907,2063,844,True,False,False
Crystal Legacy III,RPG,Square Enix,2020-06-24,39.99,False,80,1152,921,231,True,False,True
Crystal Saga IV,Casual,Bandai Namco,2020-06-18,69.99,False,80,115,92,23,True,False,False
Last Souls III,Sports,Valve,2020-04-08,29.99,False,69,1020,703,317,True,False,False
Final Legacy,Strategy,Electronic Arts,2013-08-06,69.99,False,53,1320,699,621,True,False,True
Final Craft,Indie,Ubisoft,2023-11-09,39.99,False,83,3276,2719,557,True,False,False
Brave Protocol II,Horror,Paradox Interactive,2019-03-08,19.99,False,82,1719,1409,310,True,False,True
