titre,artiste,popularite,date_sortie,genre,sous_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duree_ms
Cuerpo Y Alma,Esperanza Spalding,32,2008-01-01,r&b,neo soul,0.387,0.44,-11.158,0.0337,0.519,0.0152,0.0909,0.386,165.238,481080
Precious,Esperanza Spalding,44,2008-01-01,r&b,neo soul,0.506,0.33,-12.584,0.0571,0.715,5.06e-05,0.0992,0.338,136.133,263507
Closer,Goapele,54,2002-02-12,r&b,neo soul,0.714,0.436,-6.471,0.0342,0.462,0.0117,0.107,0.372,93.025,229693
Soon as I Get Home,Faith Evans,57,1995,r&b,neo soul,0.652,0.498,-6.201,0.0416,0.517,0.0,0.149,0.321,120.144,324280
You Used to Love Me,Faith Evans,58,1995,r&b,neo soul,0.702,0.458,-8.195,0.035,0.247,1.64e-06,0.126,0.678,89.271,269173
Butterflies - Demo/Album Version,Floetry,45,2002-01-01,r&b,neo soul,0.708,0.644,-4.825,0.238,0.264,0.0,0.116,0.662,89.968,243440
Free Yourself,Fantasia,54,2004-11-22,r&b,neo soul,0.717,0.449,-9.688,0.0596,0.681,0.0,0.0902,0.611,108.802,257427
Ordinary People,John Legend,18,2004,r&b,neo soul,0.469,0.132,-14.001,0.0807,0.929,0.0,0.0873,0.36,67.011,281467
Just in Case,Jaheim,50,2001-03-13,r&b,neo soul,0.78,0.572,-6.797,0.0951,0.0618,0.0,0.0495,0.695,100.999,263866
"Sweet, Sweet Spirit",Gods Property,26,1997,r&b,neo soul,0.586,0.507,-8.184,0.0389,0.769,0.0,0.172,0.388,119.77,294227
Keep Tryin',Groove Theory,36,1995-07-25,r&b,neo soul,0.634,0.598,-10.415,0.0962,0.0997,0.00035,0.298,0.729,83.082,260440
Poetry,The RH Factor,0,2003-01-01,r&b,neo soul,0.757,0.511,-10.43,0.143,0.199,0.106,0.143,0.398,90.009,348547
How I Know,The RH Factor,31,2003-01-01,r&b,neo soul,0.671,0.322,-13.548,0.0427,0.409,0.153,0.0886,0.41,93.901,296040
Juicy,The RH Factor,31,2003-01-01,r&b,neo soul,0.606,0.343,-12.022,0.0492,0.596,0.524,0.529,0.512,74.637,394947
I'll Go,Donell Jones,47,2000,r&b,neo soul,0.744,0.735,-6.514,0.0293,0.0188,0.00016,0.0569,0.951,99.991,241345
I Need You Now,Smokie Norful,50,2002-01-01,r&b,neo soul,0.339,0.273,-9.945,0.0309,0.729,0.0,0.152,0.304,96.804,251467
Sweet Misery,Amel Larrieux,27,2000-02-02,r&b,neo soul,0.593,0.459,-9.403,0.318,0.411,0.0108,0.399,0.207,165.041,267973
Infinite Possibilities,Amel Larrieux,13,1999,r&b,neo soul,0.546,0.57,-10.289,0.0715,0.196,9.95e-05,0.303,0.282,90.514,258067
Where Would I Be (The Question),Kindred The Family Soul,40,2005-09-20,r&b,neo soul,0.423,0.468,-8.191,0.0711,0.436,0.0058,0.0535,0.585,158.808,286547
Halfcrazy - Album Version (Edited),Musiq Soulchild,51,2002-01-01,r&b,neo soul,0.412,0.769,-6.057,0.182,0.462,1.16e-06,0.0485,0.414,101.954,254493
Love Calls - Main,Kem,52,2003,r&b,neo soul,0.812,0.526,-9.347,0.0621,0.48,0.00203,0.124,0.516,143.981,313373
Angel (Live),Lalah Hathaway,48,2015-10-30,r&b,neo soul,0.567,0.5,-9.294,0.033,0.369,5.5e-05,0.53,0.391,80.626,342067
Fortunate,Maxwell,50,1999-01-01,r&b,neo soul,0.738,0.357,-9.081,0.0593,0.116,1.51e-06,0.26,0.34,126.143,299200
You Know That I Love You,Donell Jones,41,2002-06-04,r&b,neo soul,0.767,0.494,-5.349,0.0421,0.136,0.000277,0.0603,0.801,96.003,260067
If You Love Me,Mint Condition,39,1999-10-22,r&b,neo soul,0.442,0.585,-6.012,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720
"The Sweetest Thing (feat. Lauryn Hill) - From the New Line Cinema film ""Love Jones""",Refugee Camp All-Stars,42,1997-03-11,r&b,neo soul,0.609,0.598,-10.084,0.1,0.0159,2.07e-05,0.0749,0.333,83.822,292000
Sumthin' Sumthin' - (Mellosmoothe) [cut],Maxwell,35,1997-03-11,r&b,neo soul,0.341,0.226,-15.614,0.0364,0.929,0.0203,0.0927,0.162,115.885,253467
Never Enough,Groove Theory,26,1997-03-11,r&b,neo soul,0.762,0.521,-9.076,0.136,0.0752,0.0,0.063,0.915,81.988,266573
Gotta Find A Way,Frank Mccomb,10,2000-08-26,r&b,neo soul,0.734,0.323,-10.462,0.056,0.356,6.25e-06,0.0701,0.789,73.925,308733
If This Is Love,Frank Mccomb,5,2000-08-26,r&b,neo soul,0.732,0.349,-8.669,0.0308,0.86,3.1e-05,0.0737,0.339,93.843,391373
The Wedding Song,Frank Mccomb,7,2000-08-26,r&b,neo soul,0.552,0.367,-9.211,0.0332,0.773,1.15e-05,0.132,0.312,116.002,398733
All You Need Is Love,Frank Mccomb,14,2000-08-26,r&b,neo soul,0.634,0.328,-11.329,0.0597,0.882,2.39e-05,0.0903,0.21,108.085,190600
Where Would You Be,Yaw,45,2008-12-01,r&b,neo soul,0.377,0.284,-9.74,0.0368,0.678,4.14e-05,0.0988,0.168,95.381,254640
Didn't Cha Know,Erykah Badu,62,2000-10-31,r&b,neo soul,0.753,0.472,-9.761,0.121,0.48,0.0133,0.284,0.816,135.276,238733
Orange Moon,Erykah Badu,50,2000-10-31,r&b,neo soul,0.468,0.149,-13.976,0.0363,0.464,0.000276,0.152,0.124,97.965,430000
Time,Sebastian Mikael,51,2019-04-05,r&b,neo soul,0.549,0.792,-6.279,0.226,0.452,0.0,0.0954,0.563,134.824,210909
Whipped Cream,Ari Lennox,65,2019-05-07,r&b,neo soul,0.741,0.397,-9.34,0.035,0.568,0.0,0.153,0.418,85.049,288532
Lady Lady,Masego,0,2019-07-05,r&b,neo soul,0.638,0.666,-5.238,0.248,0.308,6.97e-06,0.202,0.465,99.178,154667
Ooh Nah Nah (feat. Masego),SiR,64,2017-01-23,r&b,neo soul,0.85,0.273,-11.567,0.278,0.052,2.22e-06,0.104,0.572,116.894,240000
Blind Man,Xavier Omär,64,2018-07-27,r&b,neo soul,0.89,0.523,-8.526,0.056,0.453,1.58e-06,0.0831,0.345,111.031,242196
Too Deep,dvsn,61,2016-03-27,r&b,neo soul,0.616,0.243,-13.975,0.103,0.284,0.149,0.264,0.56,183.948,200223
Think About Me,dvsn,65,2017-10-13,r&b,neo soul,0.547,0.294,-10.202,0.0482,0.0607,0.786,0.0933,0.11,105.027,246240
Mood,dvsn,56,2017-10-13,r&b,neo soul,0.622,0.446,-9.647,0.22,0.318,0.0135,0.0904,0.168,68.85,215045
With Me,dvsn,63,2016-03-27,r&b,neo soul,0.771,0.466,-8.651,0.0308,0.0314,0.000761,0.31,0.245,110.011,419500
Garden (Say It Like Dat),SZA,69,2017-06-09,r&b,neo soul,0.727,0.456,-7.26,0.285,0.0705,0.0,0.124,0.548,111.331,208400
Roses,BJ The Chicago Kid,49,2017-02-13,r&b,neo soul,0.688,0.611,-7.213,0.0809,0.337,0.0,0.112,0.212,109.962,181144
Thursday,Leven Kali,52,2018-12-07,r&b,neo soul,0.314,0.399,-9.199,0.0501,0.692,0.00419,0.11,0.302,169.525,252867
Backwood,Ari Lennox,53,2016-10-21,r&b,neo soul,0.61,0.382,-9.591,0.196,0.161,0.000101,0.126,0.59,74.084,168213
Closer (Ode 2 U),Ravyn Lenae,48,2018-02-09,r&b,neo soul,0.706,0.487,-7.913,0.0343,0.26,0.0,0.174,0.558,104.0,196037
Hold On,The Internet,59,2018-07-20,r&b,neo soul,0.7,0.414,-10.864,0.0373,0.849,0.0606,0.107,0.444,60.479,406467
Herside Story,GoldLink,70,2017-03-24,r&b,neo soul,0.885,0.595,-5.487,0.286,0.656,4.42e-06,0.105,0.754,148.034,183760
Almeda,Solange,65,2019-03-01,r&b,neo soul,0.827,0.553,-5.296,0.032,0.0227,1.52e-05,0.176,0.0631,110.015,236120
Around Me,Brent Faiyaz,64,2018-10-19,r&b,neo soul,0.587,0.177,-12.522,0.0647,0.574,5.54e-05,0.097,0.125,75.039,183022
GOAT,Ari Lennox,48,2016-10-21,r&b,neo soul,0.699,0.59,-4.952,0.215,0.326,0.0,0.108,0.812,144.88,147107
The One - Radio Edit,Jorja Smith,51,2018-12-07,r&b,neo soul,0.482,0.714,-7.689,0.0518,0.204,0.000239,0.0973,0.536,82.019,165040
Hold Me Down,Daniel Caesar,65,2017-08-25,r&b,neo soul,0.463,0.427,-9.799,0.0549,0.628,0.000565,0.0911,0.231,116.059,231268
BMO,Ari Lennox,67,2019-05-07,r&b,neo soul,0.72,0.647,-5.411,0.0642,0.0116,0.000206,0.571,0.809,157.877,146914
Shea Butter Baby (with J. Cole),Ari Lennox,69,2019-05-07,r&b,neo soul,0.709,0.49,-7.457,0.0757,0.11,0.00345,0.12,0.0397,155.069,211610
Love in the Sky,McClenney,37,2019-03-28,r&b,neo soul,0.654,0.587,-8.463,0.0329,0.648,0.138,0.097,0.693,71.977,257693
CPR,Summer Walker,68,2018-10-19,r&b,neo soul,0.693,0.369,-12.683,0.175,0.637,0.00335,0.0951,0.141,140.148,203240
"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",Teyana Taylor,58,2018-11-02,r&b,neo soul,0.547,0.6,-7.546,0.351,0.211,0.0,0.145,0.49,89.041,289147
Speak To Me,Ari Lennox,21,2019-05-07,r&b,neo soul,0.814,0.509,-8.587,0.0744,0.285,0.00337,0.116,0.665,154.885,224636
I Will Go Down,Y'Akoto,21,2014-08-22,r&b,neo soul,0.732,0.478,-9.113,0.15,0.287,0.0223,0.0931,0.482,179.874,195987
The Addict,Bo Saris,1,2014-01-01,r&b,neo soul,0.544,0.515,-6.994,0.0319,0.254,0.000551,0.144,0.55,144.057,224973
Next Time,Curtis Harding,0,2014-11-17,r&b,neo soul,0.676,0.495,-10.504,0.03,0.0127,0.000992,0.0792,0.91,125.434,270307
Woman of the Ghetto - Akshin Alizadeh Remix,Marlena Shaw,3,2014-06-17,r&b,neo soul,0.706,0.453,-11.752,0.0292,0.0381,0.76,0.118,0.134,100.006,301952
Keep On Looking (Kenny Dope Remix),Sharon Jones,24,2008-10-20,r&b,neo soul,0.723,0.948,-5.792,0.0471,0.0183,0.564,0.168,0.864,136.389,331507
Karma,Lady,0,2013-03-05,r&b,neo soul,0.444,0.545,-5.709,0.0243,0.0435,1.3e-06,0.358,0.563,166.271,240998
Today,Kendra Morris,0,2014-01-27,r&b,neo soul,0.588,0.475,-7.397,0.0294,0.116,0.0,0.11,0.331,133.087,265360
Blame Me,Hannah Williams,6,2012-06-09,r&b,neo soul,0.558,0.503,-7.471,0.03,0.185,0.0,0.201,0.385,106.983,247053
Longview,Ruby Velle & The Soulphonics,0,2012-09-04,r&b,neo soul,0.61,0.602,-5.505,0.154,0.261,0.0,0.122,0.764,176.504,233453
If You Didn't Go,Kendra Morris,0,2014-01-27,r&b,neo soul,0.525,0.541,-9.092,0.0299,0.49,0.011,0.0935,0.503,139.909,286187
As Long as Ive Got You,Kendra Morris,8,2014-10-01,r&b,neo soul,0.471,0.628,-7.701,0.0283,0.26,9.17e-05,0.274,0.329,172.061,178086
Concrete Waves,Kendra Morris,15,2013-10-01,r&b,neo soul,0.548,0.421,-10.001,0.053,0.527,0.000988,0.194,0.253,173.93,270133
Banshee,Kendra Morris,32,2013-10-01,r&b,neo soul,0.499,0.523,-7.845,0.0574,0.268,0.000173,0.248,0.41,190.96,226973
Im Gonna Be (500 Miles),Kendra Morris,16,2014-10-01,r&b,neo soul,0.571,0.731,-8.983,0.0527,0.0687,3.21e-05,0.162,0.593,82.0,292786
Shine on You Crazy Diamond,Kendra Morris,15,2014-10-01,r&b,neo soul,0.319,0.59,-8.065,0.0315,0.0431,0.000342,0.218,0.211,139.453,281315
It's Too Late,The Excelsiors,0,2014-09-08,r&b,neo soul,0.654,0.607,-7.485,0.178,0.169,9.43e-06,0.0468,0.535,92.848,239453
It's All Over (But the Crying),Lee Fields & The Expressions,25,2012-03-13,r&b,neo soul,0.588,0.65,-7.481,0.0605,0.312,0.00703,0.154,0.722,83.102,250173
All I Need,Lee Fields & The Expressions,48,2014-06-02,r&b,neo soul,0.612,0.792,-7.382,0.0278,0.021,0.951,0.0987,0.546,115.111,214063
Star,Gary Clark Jr.,9,2015-09-04,r&b,neo soul,0.639,0.749,-5.916,0.0468,0.0573,0.0294,0.153,0.53,84.452,284080
Finally Yours,Giovanca,0,2013-09-20,r&b,neo soul,0.475,0.622,-8.678,0.0568,0.803,0.000551,0.158,0.679,87.044,252680
Eye to Eye,Lee Fields & The Expressions,26,2014-06-02,r&b,neo soul,0.452,0.569,-7.718,0.0378,0.0792,6.76e-05,0.117,0.475,172.633,254605
Missing Me (feat. Jack Tyson-Charles),Lack Of Afro,48,2014-03-03,r&b,neo soul,0.662,0.865,-6.98,0.0774,0.212,0.0,0.0696,0.91,82.083,222507
Im Ok,Lisa Shaw,33,2009-03-10,r&b,neo soul,0.692,0.693,-5.468,0.0312,0.0417,0.00656,0.421,0.46,94.003,298160
The Rain,K-OS,29,2007-07-17,r&b,neo soul,0.745,0.54,-6.989,0.0403,0.661,4.81e-06,0.0981,0.696,96.979,231760
Forget What I Said,Noora Noor,3,2009-03-16,r&b,neo soul,0.422,0.407,-7.303,0.0383,0.603,4.9e-06,0.0455,0.516,170.548,199307
Sometimes,Erykah Badu,1,1997-02-11,r&b,neo soul,0.778,0.469,-12.954,0.138,0.147,0.293,0.0868,0.557,90.062,250125
Know Til Now - Pixelated Remix,Jim James,0,2013-01-01,r&b,neo soul,0.746,0.723,-6.189,0.0402,0.142,0.109,0.307,0.538,108.003,384987
Honey Dove,Lee Fields & The Expressions,50,2009-06-02,r&b,neo soul,0.487,0.497,-5.776,0.064,0.124,0.167,0.109,0.195,160.317,246573
How You Like Me Now,The Heavy,8,2009-10-05,r&b,neo soul,0.647,0.71,-4.692,0.029,0.000973,0.703,0.0777,0.268,110.059,217493
Feel Right,Mark Ronson,1,2014-11-23,r&b,neo soul,0.839,0.86,-3.669,0.064,0.0895,0.000172,0.0282,0.883,110.123,222560
Watching The World,Surahn,0,2012-11-26,r&b,neo soul,0.821,0.628,-8.448,0.0262,0.0189,0.000155,0.0753,0.809,109.971,388440
Wish I Didn't Miss You,Angie Stone,62,2001-10-16,r&b,neo soul,0.856,0.755,-5.691,0.0331,0.355,0.000621,0.145,0.842,123.883,270893
You Give Me Something,Jamiroquai,9,2001-09-03,r&b,neo soul,0.639,0.69,-10.047,0.264,0.0265,0.000551,0.146,0.579,119.63,199600
Miss You,Leela James,37,2009-03-24,r&b,neo soul,0.812,0.566,-9.102,0.0365,0.0228,0.00157,0.0539,0.771,105.992,324453
Everyday - Remastered,Jamiroquai,5,1996-09-09,r&b,neo soul,0.703,0.411,-13.881,0.0346,0.342,0.565,0.0895,0.763,136.139,268467
Falling,Jamiroquai,45,1999-06-08,r&b,neo soul,0.665,0.582,-10.861,0.0691,0.592,0.00077,0.148,0.546,85.351,225173
Without Love,Nikka Costa,0,2008-01-01,r&b,neo soul,0.618,0.578,-10.757,0.0483,0.305,0.00169,0.121,0.622,95.029,264227
Deeper Still,Incognito,16,2014-05-13,r&b,neo soul,0.64,0.574,-8.886,0.153,0.516,5.98e-06,0.0925,0.655,149.973,217773
Bruised But Not Broken,Joss Stone,36,2011-01-01,r&b,neo soul,0.605,0.656,-7.808,0.1,0.469,0.0,0.122,0.577,76.477,256973
Like A Fool,Crazy P,6,2015-05-11,r&b,neo soul,0.772,0.65,-7.449,0.0341,0.00474,0.73,0.146,0.196,120.015,305649
This Corrosion,Diane Birch,0,2011-01-11,r&b,neo soul,0.569,0.856,-4.86,0.0292,0.0311,0.000318,0.045,0.972,168.057,219027
Stay the Same,Huon Kind,20,2014-10-17,r&b,neo soul,0.728,0.473,-11.136,0.066,0.162,0.0345,0.283,0.414,84.001,194980
Power,Pompeya,0,2011,r&b,neo soul,0.616,0.677,-7.103,0.0364,0.0394,0.553,0.23,0.821,100.001,291657
Heaven's On The Other Side,Curtis Harding,40,2015-01-19,r&b,neo soul,0.673,0.491,-10.744,0.0278,0.00018,0.0025,0.136,0.331,115.29,239453
Only This Moment - KLar & PF Mix,Socialites,28,2012-10-01,r&b,neo soul,0.733,0.697,-8.018,0.0452,0.135,0.563,0.107,0.747,104.995,464571
Here,Alessia Cara,2,2015-04-30,r&b,neo soul,0.382,0.816,-3.957,0.09,0.0867,0.0,0.0649,0.34,119.587,200226
Feelin' Lovely,Devonté Hynes,1,2015-10-30,r&b,neo soul,0.723,0.757,-6.455,0.0589,0.348,1.32e-05,0.0949,0.704,89.969,231468
Feeling Good,Ms. Lauryn Hill,34,2015-07-10,r&b,neo soul,0.546,0.678,-5.685,0.0432,0.175,0.0,0.761,0.455,116.922,243080
Can't Wait,Jill Scott,49,2015-07-24,r&b,neo soul,0.642,0.572,-8.383,0.063,0.0814,0.0154,0.0725,0.607,72.493,271667
Half Time,Amy Winehouse,58,2011-01-01,r&b,neo soul,0.624,0.488,-8.258,0.0584,0.375,9.63e-05,0.339,0.273,84.218,230853
Still A Friend Of Mine,Incognito,20,2006-01-01,r&b,neo soul,0.666,0.715,-8.374,0.032,0.195,0.00285,0.285,0.836,86.799,336893
Love Me Or Leave Me,SAYGRACE,25,2015-07-10,r&b,neo soul,0.556,0.546,-6.366,0.0735,0.262,0.000251,0.114,0.113,89.805,270787
Wicked Game,Kendra Morris,8,2014-10-01,r&b,neo soul,0.62,0.407,-10.097,0.0288,0.159,0.00951,0.162,0.497,120.028,251326
Walk on By,Kendra Morris,5,2014-10-01,r&b,neo soul,0.6,0.636,-7.94,0.0362,0.0148,0.146,0.217,0.464,105.003,223562
Back N Forth,Myron & E,0,2013-07-01,r&b,neo soul,0.672,0.563,-7.409,0.0349,0.0264,0.184,0.101,0.819,146.413,269133
Famous,Selah Sue,0,2012-11-02,r&b,neo soul,0.686,0.631,-6.108,0.0356,0.0117,0.0113,0.0853,0.483,94.987,222538
Fool For You,Alice Smith,0,2013-03-19,r&b,neo soul,0.661,0.815,-5.407,0.0497,0.106,4.39e-05,0.0863,0.702,141.997,224453
Sadness,Selah Sue,25,2015-03-27,r&b,neo soul,0.595,0.682,-4.437,0.0306,0.0204,7e-05,0.187,0.498,79.927,240187
Fallin',Alicia Keys,21,2001-06-05,r&b,neo soul,0.653,0.609,-7.519,0.037,0.263,0.00101,0.233,0.482,95.982,210200
Do I,Alice Smith,21,2006,r&b,neo soul,0.7,0.473,-7.024,0.0424,0.0205,7.84e-06,0.113,0.528,122.985,245813
Loves Comes and Goes,Lee Fields & The Expressions,14,2011-11-22,r&b,neo soul,0.619,0.467,-8.1,0.0356,0.323,0.00137,0.752,0.709,144.977,195373
Deliciously Down,Cree Summer,16,1999-04-20,r&b,neo soul,0.688,0.543,-7.225,0.0284,0.00365,0.153,0.541,0.721,148.019,290533
Stone Rollin',Raphael Saadiq,34,2011-03-25,r&b,neo soul,0.66,0.806,-4.495,0.0246,0.00404,0.0087,0.0704,0.75,99.987,216307
I Swear,Ledisi,16,2014-01-01,r&b,neo soul,0.716,0.777,-4.179,0.0377,0.0483,0.0,0.0727,0.641,139.985,207453
Never Give You Up,Raphael Saadiq,38,2008-09-12,r&b,neo soul,0.654,0.775,-5.281,0.0545,0.0401,6.9e-06,0.146,0.689,87.962,252947
Going In Circles,Myron & E,0,2013-07-01,r&b,neo soul,0.505,0.592,-5.967,0.0334,0.436,0.0,0.189,0.646,91.364,409413
Move On Up,The Dynamics,0,2007,r&b,neo soul,0.836,0.709,-9.135,0.0352,0.154,0.392,0.0894,0.969,145.952,359213
This Thing,D'Nell,0,2011-02-14,r&b,neo soul,0.608,0.729,-6.233,0.236,0.111,0.266,0.0929,0.725,152.006,355880
Woman,Neneh Cherry,58,1996-01-01,r&b,neo soul,0.542,0.54,-8.888,0.0261,0.0901,0.0346,0.198,0.33,136.022,270400
Clean the House,Fat Freddy's Drop,0,2013-06-24,r&b,neo soul,0.794,0.632,-6.305,0.0346,0.0638,0.457,0.136,0.228,81.004,254112
Sometimes It Hurts,Dojo Cuts,48,2012-04-16,r&b,neo soul,0.662,0.569,-9.537,0.0276,0.477,0.159,0.105,0.672,92.375,307333
Afro Blue,Robert Glasper,52,2012-01-01,r&b,neo soul,0.819,0.428,-9.883,0.317,0.128,0.00151,0.211,0.454,87.9,307440
Carry This,Y'Akoto,20,2014-08-22,r&b,neo soul,0.804,0.411,-9.725,0.0455,0.268,0.00258,0.132,0.375,130.023,215053
Tamba - Radio Version,Y'Akoto,17,2011-08-19,r&b,neo soul,0.78,0.493,-9.891,0.0945,0.645,4.52e-05,0.074,0.611,81.908,190533
Lost,Kellylee Evans,0,2010-02-23,r&b,neo soul,0.793,0.466,-7.691,0.109,0.0673,1.58e-05,0.0564,0.73,77.981,206640
I Don't Think I Want to Know,Kellylee Evans,4,2006-01-01,r&b,neo soul,0.377,0.323,-11.101,0.0417,0.384,0.0204,0.082,0.359,167.96,345440
A Change Is Gonna Come,Leela James,43,2005,r&b,neo soul,0.661,0.311,-7.848,0.028,0.656,0.134,0.109,0.148,137.407,215040
I've Been Thinking - feat. Cat Power,Handsome Boy Modeling School,2,2004-09-01,r&b,neo soul,0.705,0.479,-9.217,0.0767,0.499,0.000425,0.114,0.431,80.009,324067
Cold Tears,AM & Shawn Lee,35,2015-06-16,r&b,neo soul,0.593,0.881,-6.918,0.0429,0.00846,0.114,0.065,0.837,112.249,186620
Wild Side,Cross My Heart Hope To Die,0,2013-04-02,r&b,neo soul,0.433,0.84,-4.055,0.0665,0.00894,4.12e-06,0.233,0.361,149.447,234644
Wilhelm Scream,The Bamboos,6,2012-01-01,r&b,neo soul,0.565,0.621,-5.62,0.0264,0.00773,0.0324,0.257,0.403,150.036,268040
Nothing Matters,Christian Gregory,0,2014-08-19,r&b,neo soul,0.683,0.549,-8.087,0.0384,0.392,0.136,0.353,0.938,143.635,258603
How Do I Let a Good Man Down?,Sharon Jones & The Dap-Kings,28,2005,r&b,neo soul,0.656,0.964,-3.862,0.0552,0.219,0.324,0.0805,0.871,123.137,182827
This Girl (feat. Kylie Auldist),Cookin' On 3 Burners,4,2009,r&b,neo soul,0.619,0.76,-3.91,0.0295,0.518,5.69e-05,0.194,0.645,101.018,224000
Baltimore,Jazmine Sullivan,27,2015-07-10,r&b,neo soul,0.748,0.622,-9.043,0.07,0.0472,0.00254,0.11,0.838,79.95,303227
Stepping Stone,Duffy,50,2008,r&b,neo soul,0.694,0.523,-6.407,0.0254,0.875,0.000172,0.352,0.472,97.985,209453
Disciples,Stee Downes,0,2008-10-20,r&b,neo soul,0.678,0.782,-7.416,0.115,0.117,0.0,0.242,0.865,116.039,250480
Two Steps,Alice Russell,8,2008-11-17,r&b,neo soul,0.639,0.674,-11.007,0.0768,0.158,0.0,0.304,0.844,139.218,226853
Howlin' for You,Kylie Auldist,9,2012,r&b,neo soul,0.728,0.626,-6.4,0.0503,0.00288,0.081,0.0659,0.353,125.062,215907
Soul Revelation,Nicola Conte,12,2014-04-16,r&b,neo soul,0.545,0.768,-6.499,0.156,0.284,3e-05,0.102,0.532,84.816,262510
Free Souls,Nicola Conte,22,2014-04-16,r&b,neo soul,0.72,0.61,-4.554,0.0487,0.589,3.61e-05,0.103,0.832,119.961,219144
I'm Not The One,The Black Keys,40,2010-10-18,r&b,neo soul,0.605,0.408,-10.012,0.0309,0.541,0.000507,0.0919,0.467,139.936,229187
Season's Trees (feat. Norah Jones),Danger Mouse,37,2011-05-16,r&b,neo soul,0.543,0.66,-9.801,0.0273,0.0797,0.0053,0.0936,0.715,78.507,191787
This Ain't Love,Joss Stone,33,2015-07-31,r&b,neo soul,0.797,0.648,-6.784,0.138,0.0131,0.000289,0.106,0.539,89.011,268053
Cut the Line,Joss Stone,25,2015-07-31,r&b,neo soul,0.839,0.668,-7.767,0.229,0.12,0.00288,0.0796,0.772,91.014,246880
Stand In The Way (Of Love),Timothy Bloom,20,2014-10-13,r&b,neo soul,0.588,0.598,-7.851,0.0311,0.0061,9.89e-05,0.115,0.492,159.977,225416
Fool's Gold,Jill Scott,42,2015-07-24,r&b,neo soul,0.674,0.535,-6.718,0.0419,0.103,0.000464,0.113,0.255,88.98,202307
yes,Musiq Soulchild,43,2011-05-03,r&b,neo soul,0.527,0.765,-5.025,0.256,0.235,0.0,0.25,0.681,173.767,221800
single,Musiq Soulchild,23,2011-05-03,r&b,neo soul,0.71,0.583,-6.919,0.107,0.0286,0.0,0.366,0.319,95.109,245000
until,Musiq Soulchild,31,2008-11-24,r&b,neo soul,0.561,0.736,-5.61,0.177,0.0118,0.0,0.23,0.448,99.404,210760
Girl Next Door,Musiq Soulchild,35,2000-01-01,r&b,neo soul,0.7,0.632,-7.911,0.259,0.107,1.11e-06,0.0911,0.772,77.918,286440
143,Musiq Soulchild,33,2000-01-01,r&b,neo soul,0.606,0.532,-8.916,0.0464,0.0749,0.0,0.0581,0.199,87.827,297800
Silky Soul,Maze,0,2009-08-25,r&b,neo soul,0.596,0.661,-6.381,0.087,0.241,5.73e-06,0.0652,0.681,95.055,320418
Little Things - Main,India.Arie,39,2002-09-24,r&b,neo soul,0.789,0.513,-9.193,0.109,0.072,0.00175,0.181,0.547,92.981,209387
Talk To Her,India.Arie,35,2002-09-24,r&b,neo soul,0.814,0.474,-9.608,0.474,0.272,0.0,0.0763,0.821,148.045,310787
Slow Down,India.Arie,27,2002-09-24,r&b,neo soul,0.977,0.498,-5.878,0.124,0.269,0.000172,0.0802,0.616,115.009,232160
The Truth,India.Arie,46,2002-09-24,r&b,neo soul,0.691,0.472,-10.168,0.196,0.284,1.78e-05,0.101,0.291,95.83,209853
Get It Together,India.Arie,48,2002-09-24,r&b,neo soul,0.772,0.366,-10.236,0.0841,0.287,0.0,0.117,0.471,96.993,294400
Headed In The Right Direction,India.Arie,27,2002-09-24,r&b,neo soul,0.856,0.58,-8.6,0.0338,0.0422,0.000156,0.0664,0.88,118.974,209293
Window Seat,Erykah Badu,56,2010-03-30,r&b,neo soul,0.643,0.535,-6.795,0.0941,0.648,0.00213,0.0766,0.564,82.193,289720
"Gone Baby, Don't Be Long",Erykah Badu,47,2010-03-30,r&b,neo soul,0.689,0.763,-3.837,0.222,0.158,0.00437,0.0856,0.725,172.513,279720
Certainly,Erykah Badu,30,1997-02-11,r&b,neo soul,0.774,0.39,-9.964,0.177,0.085,0.00348,0.203,0.164,142.069,283200
Can't Take My Eyes Off Of You,Ms. Lauryn Hill,1,1998-08-25,r&b,neo soul,0.747,0.662,-7.9,0.0796,0.0118,0.0,0.138,0.63,88.926,221467
Ex-Factor,Ms. Lauryn Hill,3,1998-08-25,r&b,neo soul,0.593,0.619,-9.003,0.0976,0.118,0.0,0.484,0.668,80.02,326533
Everything Is Everything,Ms. Lauryn Hill,1,1998-08-25,r&b,neo soul,0.824,0.707,-7.893,0.285,0.415,0.0,0.106,0.847,94.708,293267
Mr. Intentional - Live,Ms. Lauryn Hill,40,2002-05-07,r&b,neo soul,0.517,0.574,-7.614,0.285,0.672,0.0,0.697,0.727,170.117,418893
Another Love,Alice Smith,0,2013-03-19,r&b,neo soul,0.65,0.656,-6.786,0.0404,0.524,0.000145,0.0985,0.79,135.994,203987
When It Hurts so Bad,Ms. Lauryn Hill,0,1998-08-25,r&b,neo soul,0.669,0.519,-9.932,0.278,0.0714,2.05e-05,0.108,0.825,159.877,342200
Nothing Even Matters,Ms. Lauryn Hill,1,1998-08-25,r&b,neo soul,0.539,0.363,-13.888,0.166,0.701,3.18e-06,0.14,0.549,136.422,350533
